g_m,g_T,g_r,g_q,g_sigma,g_eurocall
2.544604233,1.310709057,0.05417931,0.024205238,0.083908133,9.44E-23
0.469797613,0.510120481,0.047280808,0.034263506,0.554254904,0.526780814
4.175042428,0.619653181,0.044221294,0.046535448,0.133856355,4.20E-44
1.562897064,0.027879242,0.04289986,0.016323064,0.748278736,6.93E-06
2.205016353,0.95529396,0.022807385,0.017319127,0.874840102,0.114276426
2.746274935,0.641150684,0.054367095,0.014109026,1.454692511,0.189350285
2.517153388,0.221609468,0.04870118,0.032185587,1.171066959,0.016657919
3.266049396,0.467938447,0.075677918,0.037701114,1.259431282,0.057718658
3.206494946,1.33644713,0.071097825,0.027406757,0.248374279,6.43E-06
0.550061051,1.684950989,0.034542897,0.045613023,0.363966338,0.424164556
0.254432121,1.650159423,0.040064437,0.012148816,1.103275656,0.790886576
3.132356132,1.708006356,0.003137859,0.027732458,0.243213447,1.27E-05
2.751986308,1.563987197,0.063875776,0.043083462,0.866024138,0.15046423
0.612015171,0.999541272,0.000927764,0.039343789,0.971722747,0.496498182
2.637827256,1.056964658,0.066481589,0.031365658,1.63447008,0.391941546
4.351703658,0.03741069,0.004929646,0.010775488,0.264019046,3.78E-185
4.28023262,0.526396399,0.058786828,0.049176464,0.997830489,0.011695962
1.580086657,1.105709892,0.049098277,0.043367894,1.174796765,0.327882399
4.532569536,1.059099286,0.007737972,0.017331181,1.530263656,0.242559667
3.334987788,0.371831113,0.060473272,0.008342111,0.531703404,1.80E-05
0.759533244,1.576536814,0.013958462,0.041245643,0.69552531,0.389926798
3.82676547,1.869784301,0.072242573,0.044493517,0.874840102,0.133808524
1.421105242,1.548803909,0.010384602,0.010518796,0.503562086,0.128648718
2.744394806,1.336544112,0.068991345,0.044555957,0.278233055,0.000163663
3.420424915,1.364341295,0.013145597,0.033838586,1.401672527,0.307565239
2.17737732,1.382151529,0.011942382,0.003810915,1.574893168,0.498834874
0.441961741,0.3169362,0.068991345,0.022539857,1.925735265,0.643625362
2.135647396,1.975053996,0.070404521,0.023794971,0.244560062,0.004506663
1.899833338,0.604211575,0.075077171,0.033417047,1.554658626,0.286061373
3.01427797,1.689762738,0.061563311,0.026031026,0.201764611,3.31E-06
3.640452995,1.965629322,0.058654249,0.011766353,1.238952969,0.364587263
1.683417581,1.662442832,0.021329884,0.042221115,0.389152692,0.040919062
2.968528088,0.106489183,0.03733124,0.038323744,0.06872859,0
2.751986308,1.557715781,0.057350269,0.013372963,1.185942076,0.317870235
2.271968084,1.4974635,0.075998688,0.018649257,0.528637679,0.056069872
1.676252815,0.813364702,0.044223806,0.049070159,0.287206527,0.002654885
0.351709492,0.012869527,0.008484485,0.025138665,1.504297182,0.648005439
2.052064251,1.79583792,0.033547486,0.042834229,0.733122525,0.161205841
4.288624884,0.666537792,0.011447137,0.017944101,1.886891402,0.241871066
1.10933898,0.303347477,0.056069245,0.039110905,0.7105969,0.115071684
4.582605758,1.947449463,0.056216888,0.008020868,0.596322791,0.02754366
1.996702529,0.649265498,0.078090129,0.011568057,1.457012931,0.26840918
2.788743335,0.89859895,0.032621309,0.023116266,1.940478913,0.439183203
2.897250365,1.75821324,0.078875277,0.017921456,0.947103868,0.225305788
3.449092587,1.82992784,0.060785871,0.036728087,0.190775829,1.61E-07
3.563577878,0.336616153,0.039426634,0.012711464,0.489389007,4.80E-07
3.870874054,1.002844791,0.008485187,0.019467251,1.055556284,0.086491064
2.407458628,0.978709789,0.039038694,0.021207736,1.201788029,0.222190684
1.306715609,0.1335372,0.043104743,0.040026092,0.463033912,0.004688897
4.107739184,0.936373344,0.068942899,0.037148728,1.108209701,0.087183071
1.017010003,0.60572488,0.052883697,0.037376892,1.966773462,0.541870716
2.12422999,0.03741069,0.043104743,0.023435172,1.209465924,5.88E-05
2.675735684,0.030257416,0.006296963,0.008168755,0.582289546,2.11E-24
4.214677085,0.669200173,0.008484485,0.016651482,0.914148336,0.014699095
4.743539851,0.027604684,0.019585632,0.034517059,1.590441607,1.74E-10
4.559601056,0.656573565,0.074892405,0.037922946,0.614553863,0.000383772
1.257217052,0.525206744,0.037083265,0.001294694,1.752545593,0.419180942
4.766093138,0.354501745,0.035513043,0.041150614,0.245962103,1.90E-28
0.294194934,0.112680576,0.024558441,0.044959031,1.341043873,0.701806815
2.745721272,1.867216315,0.032055112,0.046567073,1.569644344,0.507098809
2.129279599,1.085828562,0.01603171,0.03299842,0.94364963,0.160036197
3.832281229,1.787634715,0.024608518,0.033646367,1.57646276,0.456415274
4.098794444,0.914693675,0.050964703,0.009482754,0.921217875,0.041443465
4.905763256,0.948951365,0.031212121,0.015990967,1.98478338,0.37375682
2.295512217,1.947568605,0.060785871,0.019598438,0.315970067,0.011025083
2.352795882,1.549402194,0.061725097,0.005753185,1.006933858,0.271022553
0.764555723,0.348674747,0.020367801,0.040043625,0.963311862,0.328508127
3.371129695,1.360036379,0.027811453,0.036728087,1.658953962,0.422441674
3.14710717,0.766125735,0.005333205,0.038076722,1.240287788,0.123096576
0.966389088,0.823867651,0.030582299,0.002608506,0.127595867,0.07790532
1.024903889,0.668662081,0.072171364,0.02509566,1.498099505,0.453976138
1.88115584,1.59362133,0.069793634,0.0305763,0.948717105,0.285068377
1.576964876,1.105709892,0.022729554,0.014068634,1.615504195,0.505542279
1.050841768,1.80190048,0.018949886,0.036972266,0.820568709,0.368983431
4.610339602,0.027879242,0.042368051,0.025249483,1.785569872,1.72E-08
3.45120831,1.549402194,0.034538444,0.000470365,1.167844616,0.2631605
3.61768978,1.694580559,0.076050394,0.025006677,0.958775343,0.173191164
3.521829734,0.365667505,0.052676095,0.025523977,1.405154668,0.046224353
0.550061051,1.127976585,0.030179129,0.002347163,1.639087728,0.726281175
3.199960743,0.632106639,0.038647267,0.038440166,1.103275656,0.061711551
1.3903111,1.212741765,0.025339615,0.027510298,0.866024138,0.257153391
2.836222372,0.24546556,0.000930423,0.040984902,1.14425997,0.011398628
0.351709492,0.163542625,0.057530107,0.022720776,0.24409753,0.647875172
3.61768978,1.975053996,0.062546612,0.040262547,0.347394673,0.001431685
1.516351786,0.395936922,0.023923642,0.045027461,0.241214283,0.000140978
3.637321671,1.400380992,0.039862506,0.0297372,0.58292199,0.015001706
4.188846174,1.79583792,0.068602089,0.033082443,0.894015746,0.125401812
2.683492141,0.951490753,0.032792139,0.039136855,0.509044713,0.006512003
2.812150914,0.000601949,0.071075173,0.023685367,0.141118519,0
4.524297948,1.905849331,0.029999738,0.017099013,1.577294967,0.473152102
2.254504479,1.121999626,0.047637643,0.031358246,1.309462864,0.309611796
1.303963505,1.112481991,0.075853979,0.029155053,0.583556531,0.16171096
3.584122984,1.840806711,0.037353502,0.02025312,1.126134103,0.270787974
4.582605758,1.127976585,0.037047865,0.026116597,1.44721439,0.227547493
4.414904478,0.430151713,0.052460336,0.003014585,0.26306531,4.47E-19
1.575695413,0.24546556,0.075346981,0.010177654,1.343385485,0.122704996
2.608934102,0.536304973,0.046391626,0.035187663,1.807670144,0.255427704
2.771241179,1.438264516,0.069793634,0.014647143,1.502923045,0.44037968
0.911685996,0.162424401,0.060827408,0.026523188,1.551902242,0.282291234
2.608934102,1.283776486,0.072811299,0.030248387,0.975890191,0.177921998
4.529963511,1.172252089,0.048376503,0.031597594,1.092872858,0.105651095
3.112748051,1.377908063,0.026090771,0.006961103,0.890061515,0.122106341
1.718675945,0.863705614,0.017130609,0.01148462,0.989006815,0.194833674
2.210151879,0.088076145,0.048690884,0.00058777,0.476863166,4.42E-10
1.456901939,0.018243421,0.019901384,0.010005283,0.169713321,1.39E-63
4.210582479,1.520094502,0.026826354,0.026729874,1.979879993,0.564606702
4.663153782,0.900035603,0.01603171,0.036068948,0.948717105,0.029839395
0.214608093,1.495661663,0.06161063,0.040187064,0.699305281,0.75039896
3.522451947,0.095328699,0.060204522,0.011500902,1.553384584,0.001219292
2.117949369,1.692162389,0.000107436,0.035089889,1.338474374,0.427194365
4.44611237,1.729116903,0.027065152,0.011538842,0.649824236,0.028708024
2.710135344,0.690715813,0.07630709,0.01938239,1.498099505,0.224995676
2.107825986,1.121999626,0.035304002,0.049481067,0.894785651,0.146745837
2.182750458,1.912443799,0.006622038,0.010160452,1.76171959,0.666118376
3.390029196,0.288868559,0.036357908,0.025249483,1.003362353,0.003954718
2.657277798,0.180218114,0.044613249,0.009846698,1.705691416,0.04679207
2.539725143,1.077836921,0.0016671,0.017133831,0.663634128,0.040204838
2.731701359,0.115594651,0.006486219,0.019574616,1.432926957,0.005579694
1.981851758,1.705255603,0.012448797,0.018564287,0.619475614,0.11435594
2.58841008,1.616906371,0.002124185,0.026111916,0.506851138,0.026346326
4.29705577,1.852103381,0.017143877,0.030410446,0.626244466,0.026205556
1.853285318,1.260448872,0.020367801,0.017410803,1.684433562,0.532510643
3.549963948,1.591218867,0.005544085,0.036728087,1.529177943,0.401165231
4.812696303,1.074916466,0.048134782,0.019791353,0.845497707,0.027358361
2.960673899,1.144566488,0.040045214,0.003470577,0.531320858,0.01205809
1.646833004,0.488923447,0.006931229,0.042155557,1.461827418,0.238113825
1.311523122,1.885012028,0.041300028,0.023117808,0.876966854,0.371853788
4.451322619,0.629900408,0.061563311,0.038944688,1.73310973,0.173947385
4.696400239,1.557715781,0.022330364,0.047252614,1.433148536,0.297473544
2.17232651,1.690102173,0.03912448,0.042952859,1.562903366,0.520494161
3.575267917,1.425912525,0.078188946,0.02075794,1.228805134,0.259731635
1.276978903,0.165683016,0.000107436,0.00623381,1.961148469,0.229614366
4.937981885,1.332069584,0.041174243,0.040515108,1.514326559,0.28609612
4.149885093,1.522789056,0.032230625,0.042834229,1.571850686,0.3811252
3.92210166,0.0163542,0.039622353,0.019574616,1.159262855,4.78E-22
1.263005197,1.525403768,0.062546612,0.035737882,1.116180531,0.437397962
3.23158482,1.794329996,0.000927764,0.013420186,1.76171959,0.583886842
0.620172541,0.536526515,0.009038418,0.037995459,1.092872858,0.467034384
2.445538554,0.619898402,0.072242573,0.019780898,1.220030436,0.137395717
3.302751032,0.301175404,0.042697208,0.007768791,0.267477287,1.14E-17
2.854518151,1.874845476,0.008360893,0.022612281,1.814253041,0.625982375
0.326783788,1.548803909,0.065718093,0.040187064,1.483883288,0.769592154
1.646833004,0.671514068,0.007036578,0.011227624,0.15176072,9.73E-07
1.379570871,1.819154105,0.051391195,0.010282257,0.987429863,0.423982682
2.532014954,0.17880726,0.02450863,0.03480437,1.940744358,0.078758803
2.795292553,1.061587357,0.07788201,0.04236725,0.245962103,4.23E-06
3.816214168,0.903189637,0.014492166,0.036487853,0.800028308,0.020233928
1.510125883,1.647364072,0.058688769,0.036687379,0.180758602,0.005807428
4.499779798,1.048796058,0.004929646,0.007430979,0.455661342,0.000159874
2.279906359,0.903189637,0.076029495,0.028260221,1.751127446,0.419916018
4.113769153,1.744383525,0.013012226,0.041132558,1.590441607,0.431847579
3.575267917,1.734499755,0.055327347,0.039505074,1.441565475,0.398489202
4.092272578,1.757253876,0.041894867,0.031720108,1.977294735,0.61518736
2.363270706,1.51776584,0.075487287,0.018338821,0.175937994,1.38E-05
0.227376383,0.142365712,0.065114244,0.048111954,1.624375498,0.768608541
4.149885093,0.951490753,0.02450863,0.003018821,1.978111614,0.408426632
0.676113228,1.273018011,0.04807731,0.034496575,1.530263656,0.658365438
0.648716611,0.288868559,0.065987263,0.007258883,1.90763265,0.528071711
3.197562457,1.156484433,0.033993276,0.034774772,1.574893168,0.349019331
2.751986308,1.865229615,0.02422106,0.026287697,0.311068652,0.001839588
0.861148339,1.157825214,0.067166083,0.026697232,0.967141739,0.442837822
2.981637196,0.348058412,0.038400728,0.049933302,0.463521557,3.16E-06
4.073919864,1.54891912,0.06390008,0.039781861,1.469378678,0.354303831
3.367710183,1.173331437,0.03912448,0.038818439,1.920774944,0.478049908
2.087817816,1.105709892,0.060418757,0.008562716,0.217801787,0.000137479
1.247592618,0.436956718,0.057864835,0.000692656,1.238787317,0.253224631
1.199061211,1.740591558,0.060618767,0.001718585,1.230764058,0.564884756
0.362860459,1.575188591,0.057988471,0.013524748,1.559516129,0.806433207
2.081168512,0.163542625,0.039426634,0.032440221,0.789720509,0.001702195
4.551145907,0.407552075,0.012058609,0.028483703,1.728924478,0.080582509
3.164523441,0.583186788,0.009368555,0.028453787,0.095770142,2.40E-59
2.374052328,1.588576841,0.05457394,0.038542941,0.095770142,4.30E-14
2.558599481,0.210330258,0.064985122,0.04255191,0.667403508,0.000151194
0.97379588,0.245810614,0.015468916,0.006961103,1.993916797,0.387145973
0.572142248,1.203088485,0.079012967,0.005736095,1.246842657,0.653597689
4.945225032,1.008657791,0.009240152,0.028423489,1.634687558,0.248752244
1.441521429,1.734499755,0.037325863,0.02025312,1.201788029,0.480755867
1.938057476,0.783056075,0.017517997,0.011888245,0.23395463,5.77E-05
3.908370061,1.761705507,0.001392538,0.022658131,0.054341621,1.93E-86
3.870036435,0.18302085,0.016435293,0.042180791,1.277030308,0.002171281
2.596367278,0.668662081,0.023800388,0.021185269,1.471671791,0.209785609
4.562563697,0.992622119,0.057236847,0.046715619,0.428697525,4.42E-05
4.63225834,1.608399,0.033094699,0.000607971,1.717882405,0.489465772
1.349365776,1.325974036,0.004155946,0.034560171,0.764536545,0.224015898
1.750114292,0.631941664,0.005778311,0.044416798,0.879340691,0.099041092
1.491890634,0.18302085,0.033547486,0.0032433,1.822571803,0.178945676
4.06784566,0.342418536,0.035034718,0.038806913,0.93205349,0.001668718
4.811184545,0.73744229,0.060960817,0.031030748,0.357650927,2.73E-08
4.363514669,1.82714706,0.017130609,0.015990967,1.030739753,0.180852102
2.698667235,0.834815694,0.067166083,0.014248594,0.93882291,0.086995411
4.876432129,0.656669249,0.059792434,0.026523188,1.776589509,0.184634965
3.895460132,0.583186788,0.07472141,0.044956677,1.071654638,0.030958348
1.82483453,1.502199063,0.057350269,0.015180281,0.142354014,6.29E-05
3.107615935,0.923852308,0.061725097,0.031050306,0.92408595,0.071759957
1.023924478,1.837369346,0.028212902,0.049169283,0.437360882,0.191664448
1.456901939,1.518730446,0.040327758,0.01641518,0.417949012,0.08932465
1.705274092,0.562194691,0.001627657,0.048495265,1.035287436,0.131908787
2.858997194,1.939766565,0.013730156,0.037788456,0.717647942,0.102164437
1.729922139,0.56486824,0.027741672,0.024442339,1.892500356,0.386784236
1.953968022,1.283776486,0.003901051,0.002081185,1.966773462,0.637214693
0.982714347,1.991257317,0.066481589,0.027413734,0.93882291,0.488954395
0.362860459,1.052732311,0.06693716,0.034517059,1.767100974,0.77239376
1.344904946,1.167014888,0.074629508,0.008342111,0.744815445,0.238237841
1.705274092,1.568885427,0.014737291,0.03451488,1.181387878,0.387843724
3.449092587,0.234148234,0.059973684,0.04168261,1.238477582,0.007686735
3.132356132,1.948494829,0.06576922,0.018148503,0.303124197,0.001447855
4.930360958,0.177873886,0.008637806,0.026438449,1.57646276,0.003775925
2.124209207,0.552572103,0.062176094,0.013447928,1.218388859,0.145764135
2.845414113,1.066898839,0.059085246,0.041245643,1.966773462,0.493893025
3.756794021,0.336616153,0.00531655,0.028759684,0.484099868,1.12E-07
4.823042674,1.277382382,0.036995299,0.010289878,0.313886607,1.12E-06
3.777230755,0.748000841,0.006609858,0.029432093,0.528337069,0.000395957
4.539008833,0.592224399,0.075853979,0.016323064,1.575375658,0.119906003
1.48225894,1.799853547,0.036040861,0.020599596,1.350194922,0.545417134
2.58841008,0.880472216,0.065083061,0.046528359,1.862450819,0.413038844
2.445538554,0.734921381,0.039639214,0.044382485,0.66276702,0.020371127
2.119947312,1.987216026,0.062459988,0.030097013,1.367081763,0.510931092
4.033599763,1.394137039,0.007454328,0.011620596,1.801736341,0.477039966
2.385875197,1.883315533,0.017414731,0.0393741,1.458117801,0.488746664
2.395941019,0.418817821,0.040142482,0.030163139,0.414081088,6.35E-05
0.636533238,1.569115313,0.058099009,0.015917749,1.551312052,0.730486233
0.373759891,1.79583792,0.003267089,0.007631492,1.339536981,0.77824124
4.007444108,0.040203159,0.064561036,0.04971441,0.33669343,2.34E-96
2.811050212,1.250755704,0.060960817,0.03223292,0.192657917,1.23E-07
1.600036109,0.10730586,0.076390921,0.011620596,0.292132171,1.51E-08
4.302618309,0.141493068,0.070446484,0.017921456,0.141118519,2.17E-167
2.980043598,1.002844791,0.068991345,0.031195957,1.258241697,0.207179694
2.558599481,1.727515626,0.037047865,0.014109026,0.93882291,0.230462372
4.288939437,0.915132731,0.008026527,0.044465343,1.411132899,0.160450631
3.572542195,0.562218428,0.018067184,0.006605273,0.908112342,0.014963164
4.936288181,1.694580559,0.008637806,0.018835119,1.615504195,0.424964099
2.517153388,0.889899859,0.076369273,0.041716469,0.701709976,0.039397072
3.064524957,1.890477767,0.047637643,0.026417795,1.703568227,0.580378831
1.078719749,1.412043249,0.054902242,0.028453787,0.318742857,0.129046802
3.090571796,0.719331403,0.011447137,0.049070159,0.182693013,1.53E-15
1.078719749,1.451050635,0.043300308,0.018486291,0.875233532,0.379721166
1.247592618,0.395783074,0.051663396,0.025523977,1.224927117,0.227331074
2.182750458,0.353992012,0.041789736,0.013457868,1.990393883,0.244319799
2.945602518,0.387201055,0.056026262,0.018564287,0.564793681,0.000199673
4.958952347,1.56361576,0.059764384,0.02413212,1.56549193,0.37985124
2.747942465,0.69590429,0.044795931,0.006447324,0.121327881,1.98E-24
2.696405475,0.303119002,0.04095047,0.039064879,0.649824236,0.000480274
0.608821144,1.734499755,0.041856187,0.032356217,1.268172024,0.656501791
2.637827256,1.799853547,0.05417931,0.018756248,1.295452781,0.418113586
0.550061051,1.616708891,0.039655874,0.03693708,0.455661342,0.456509514
0.297588399,1.157825214,0.028335141,0.047478643,0.215327266,0.658527896
2.150176227,0.100481137,0.033980282,0.010631814,0.999339001,0.001213444
3.524929241,1.806109167,0.002124185,0.023435172,0.789720509,0.094674388
0.594364481,0.088076145,0.039480171,0.016181884,0.460422404,0.40627609
2.811050212,0.027604684,0.062446388,0.003201372,0.817355781,4.32E-16
3.371129695,0.834718597,0.007083124,0.011875255,0.245962103,2.04E-09
0.343949418,1.273283103,0.029688947,0.029395532,1.498122571,0.7583891
2.747294946,0.06229717,0.03268778,0.00292414,1.026901443,3.99E-06
3.132634907,0.407945962,0.069425339,0.000965413,1.461164944,0.086039343
3.657065195,1.046479983,0.048453436,0.009816838,0.663634128,0.015132208
1.981851758,1.874269096,0.066388183,0.031278089,0.968753926,0.318735267
2.163761909,1.114549886,0.03371997,0.039110905,0.303124197,0.001108816
0.5979526,1.290536083,0.013718474,0.013814813,1.395247955,0.664746529
4.792876188,1.017377218,0.008972229,0.013210526,1.805121078,0.331090659
4.522510679,1.971912116,0.006219714,0.033340305,0.312799481,4.09E-05
4.874223523,1.66014886,0.049706412,0.025540796,1.041135732,0.148712146
4.419251478,0.314493136,0.022807385,0.043375505,0.264019046,1.01E-25
2.608530401,1.273241639,0.042514635,0.031605746,1.482649468,0.384050385
3.637321671,0.404273477,0.007639835,0.001504839,1.73310973,0.113216086
4.281960925,0.6807754,0.011137437,0.016123993,1.319471351,0.084323146
4.59099717,1.234724453,0.040045214,0.005844621,0.779814214,0.030007277
4.900462304,1.727896602,0.000867311,0.032577626,0.837554627,0.063175135
4.598050456,0.941678993,0.019458397,0.048776218,0.860075331,0.019813647
2.749937641,0.579693563,0.064725337,0.003453885,1.545246601,0.196931069
1.661952938,1.057805877,0.002856992,0.032642989,1.425659839,0.396313275
1.888746049,0.552182508,0.059597222,0.001662277,1.065135956,0.131080897
2.476727234,1.79583792,0.054972861,0.009059243,1.93577138,0.703466163
0.476647487,0.791198115,0.056069245,0.030938846,0.687184808,0.540052986
1.951418909,1.425912525,0.018407053,0.038352481,0.755805224,0.144022874
0.616821069,0.525206744,0.047875068,0.03057615,0.657381175,0.410700091
1.346207634,0.51486821,0.041893217,0.009994795,0.954862592,0.173138559
0.362860459,1.179182252,0.06390008,0.010665338,1.650406394,0.791944485
1.014633662,1.720503434,0.047517264,0.02334823,1.726126887,0.716495518
2.749321233,1.947568605,0.011261643,0.03787456,1.158542127,0.328280938
3.720739364,1.213842111,0.060960817,0.044703607,0.210327189,8.23E-10
4.731049401,0.9591399,0.059091628,0.027479639,1.092872858,0.070207771
4.149885093,0.769745461,0.029768095,0.011500902,0.660066369,0.002760506
3.637321671,1.204540973,0.003267089,0.013446191,1.134552532,0.158149359
1.303963505,0.948951365,0.056026262,0.015504322,1.952200971,0.609614554
1.592185459,1.874845476,0.024528144,0.032356217,0.874840102,0.303127435
4.900967651,0.873558014,0.025637991,0.028747911,1.5600202,0.185042579
1.3153717,1.011882396,0.062392558,0.011661728,0.127595867,0.002371865
3.263606736,0.813631143,0.054564576,0.017226511,1.050453127,0.083624292
2.236208128,0.676044835,0.003794266,0.042228531,1.363170521,0.20091807
2.960673899,0.301175404,0.056216888,0.001718585,0.900298641,0.004454612
1.037879434,1.203088485,0.002926143,0.029155053,0.41207129,0.146447748
4.932582019,1.019811127,0.021493767,0.049584,0.31845533,2.76E-08
1.7686564,1.692023639,0.000909673,0.028423489,1.680459987,0.604797305
2.756597959,0.291203704,0.062237078,0.020390497,1.785569872,0.113296848
2.875162759,1.45297497,0.049700638,0.002100026,0.356189044,0.00252901
2.674447713,0.960158007,0.049537141,0.022714028,1.888538719,0.453975758
4.053462969,0.151053988,0.079302001,0.013210526,1.165239521,0.00026526
4.812696303,1.566953232,0.02873406,0.039606707,1.030739753,0.122702807
0.557606513,0.6807754,0.041867796,0.017836996,1.616337478,0.633028745
2.993582724,1.184760296,0.053788736,0.020948427,1.638122907,0.408871925
2.518568678,0.967474472,0.019072146,0.02947582,1.169095238,0.190347352
1.293687189,1.911571944,0.075487287,0.049481067,1.224927117,0.510343945
3.046519076,1.692328821,0.028591919,0.031909818,1.343385485,0.37250639
1.64207478,1.05967199,0.042362329,0.049055243,0.661623363,0.107590256
1.88115584,0.504056863,0.040064437,0.011425387,1.960640177,0.361640653
1.92725678,0.6807754,0.049241663,0.035528841,1.301184179,0.225252761
1.814717204,0.661137282,0.047484576,0.030619814,0.690951595,0.055391022
3.870036435,0.011204826,0.052511312,0.048323312,0.677073978,6.04E-82
1.315094948,1.140576642,0.051907588,0.014647143,1.226477095,0.42104459
4.880884745,0.142365712,0.031597023,0.015157286,1.20627852,6.25E-05
0.227376383,1.708006356,0.011252383,0.049034721,1.386268672,0.777083378
2.927669605,1.072370223,0.061906013,0.00800507,0.151470488,1.75E-12
3.549963948,0.040440927,0.008691376,0.012148816,0.66668935,4.39E-23
4.28023262,0.091494089,0.045501296,0.005871534,1.860557802,0.00176862
1.64207478,0.018243421,0.071894864,0.04255191,0.246430618,5.91E-53
4.956986069,0.082037701,0.039648961,0.047553297,1.457012931,1.32E-05
3.461533934,0.164107669,0.010618818,0.046801286,1.370653822,0.004257029
3.248299392,1.54891912,0.039330943,0.049034721,0.141872449,2.95E-13
2.792616643,0.346677539,0.056793054,0.027246742,1.886588512,0.162534771
3.020860576,0.018243421,0.013145597,0.009994795,1.685041395,4.48E-08
3.370443152,1.994575251,0.041427871,0.025006677,1.311408873,0.400718479
3.603830285,0.197249263,0.062883121,0.031011215,0.755805224,1.06E-05
3.62377584,1.874845476,0.047632466,0.012712156,0.954862592,0.194283093
1.124432945,1.382772668,0.03628088,0.019444136,1.201788029,0.484358628
3.158716496,0.834815694,0.068567498,0.049610647,1.454250763,0.215274354
3.545957846,0.844980545,0.064985122,0.020457919,1.406614734,0.188988807
3.882106241,1.214006,0.049695691,0.040187064,0.363235965,7.41E-05
1.037879434,1.273241639,0.03340783,0.022654909,0.690951595,0.286796801
3.504880171,1.604632729,0.079543215,0.032616705,0.657381175,0.047464055
2.801916343,0.58545712,0.034615266,0.043579539,1.405154668,0.143591586
0.254432121,0.378616269,0.029997932,0.033417047,0.245962103,0.735868761
1.491890634,0.923334319,0.034542897,0.017619458,1.654657127,0.481833409
3.706225207,1.689762738,0.043633824,0.009150541,0.457014266,0.006698978
3.787478292,1.520094502,0.068013974,0.016323064,1.813847938,0.534837702
1.070246842,0.536526515,0.052807749,0.023917793,0.554146564,0.137832968
1.781135206,1.51776584,0.063017168,0.043568098,0.463033912,0.061489225
3.04585491,1.79583792,0.011394327,0.02020317,0.928510375,0.18571262
3.571963723,0.10077035,0.071495612,0.046158633,1.200521571,7.88E-05
1.666027529,0.184550155,0.019683708,0.003216566,0.082209419,1.30E-49
4.184948267,1.588371023,0.041662903,0.037204166,0.209089249,2.83E-09
4.582605758,0.32488232,0.053788736,0.030248387,1.431864531,0.0200265
1.242849951,0.133463593,0.008667234,0.032577626,1.261924448,0.10342936
3.706225207,1.702662615,0.050318757,0.007379209,0.13062578,8.21E-15
2.795216763,0.718689617,0.031540603,0.008020868,1.035287436,0.083963686
2.897250365,1.024753703,0.074050792,0.004110277,1.183213924,0.20140235
4.195541891,1.452339677,0.039658744,0.046922636,1.925735265,0.510502761
3.938069205,0.002010551,0.030582299,0.046911499,1.179938849,1.09E-150
4.930360958,0.066997594,0.039038694,0.018257869,0.140814044,0
4.532420818,0.765631744,0.052807749,0.02646645,0.947103868,0.022928275
2.937636982,1.971912116,0.062366329,0.049751027,0.374395008,0.006624632
3.07198429,1.121999626,0.042100241,0.000390611,0.401537126,0.00130928
2.674447713,1.820629258,0.010860577,0.0387747,1.615504195,0.52670219
3.128625147,0.844980545,0.011942382,0.044697348,0.091979582,1.04E-45
1.357231934,0.661137282,0.008691376,0.021507858,0.31845533,0.016243816
4.900462304,0.749562729,0.053339394,0.016126307,0.69552531,0.001871356
0.374181524,1.074916466,0.060951269,0.007631492,0.060023778,0.641378421
4.529963511,0.314493136,0.066862377,0.021185066,1.483883288,0.023453188
2.150176227,0.896669222,0.018407053,0.001248753,0.259644085,0.000113121
2.795216763,0.802766201,0.038140257,0.011912261,0.895775677,0.062385311
0.469797613,0.182439761,0.030967624,0.040043625,0.220874851,0.525570203
2.749937641,1.601122811,0.011942382,0.047946534,1.77733058,0.539158426
4.359830316,1.708006356,0.06576922,0.031720108,1.165239521,0.233412923
4.351703658,1.799853547,0.023924759,0.049169283,1.753976616,0.500175874
3.870036435,0.399431599,0.042100241,0.046557278,0.19224204,7.18E-31
1.379570871,1.634093096,0.017554706,0.03199808,0.175937994,0.006819424
3.737561907,1.740591558,0.055327347,0.031050306,0.970972338,0.169450282
1.23212023,0.715672953,0.023923642,0.032340793,0.626244466,0.129549937
0.873822822,0.18302085,0.04761661,0.03443248,0.417949012,0.148525174
0.351709492,1.572485304,0.025637991,0.032577626,0.143164816,0.61224997
3.963765327,1.556787445,0.02422961,0.002006719,1.685041395,0.484207326
1.421105242,0.629090335,0.042368051,0.036728087,1.469378678,0.336241688
4.419251478,1.130661607,0.032792139,0.025473264,0.866024138,0.039823823
1.628910517,0.940785612,0.042072786,0.041587598,1.481802794,0.395829932
0.454701854,1.935752924,0.07803028,0.018180806,1.268172024,0.747585946
0.923610092,1.081755914,0.054321019,0.042483243,1.054673717,0.423686249
4.872494719,0.509910079,0.04761661,0.010086458,0.70035407,0.000255289
3.957259215,0.076108104,0.055870586,0.022539857,1.824565572,0.000940667
4.609485082,0.418817821,0.000924694,0.017133831,1.116180531,0.008854286
1.485413772,0.076108104,0.025020383,0.008614258,0.15176072,1.18E-23
1.119334323,1.57995486,0.060960817,0.036739667,0.323186761,0.123880938
0.329266654,1.375858217,0.009926614,0.025871352,1.867003751,0.821985253
2.945602518,1.692162389,0.06693716,0.034741084,0.941212496,0.193896128
2.698667235,0.898481305,0.043104743,0.041048612,0.168808941,1.15E-11
4.705376695,1.29491014,0.035363687,0.045900046,1.336904391,0.206269345
1.472940393,1.748245061,0.069603906,0.048332722,0.433254839,0.10160799
1.962862503,1.692162389,0.054105153,0.012056632,0.186921466,0.000680526
